Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 711-1 CHR";"Подвесной светильник Lumina Deco Setorre LDP 711-1 CHR";Светильники;Лофт;11250;хром;хром;металл;металл;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;1;270;270;;300;"350 - 1000";SETORRE;"https://luminadecoshop.ru/22875/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-chr.jpg;https://luminadecoshop.ru/22876/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-chr.jpg;https://luminadecoshop.ru/22877/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-chr.jpg;https://luminadecoshop.ru/22878/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-chr.jpg;https://luminadecoshop.ru/25754/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-chr.jpg";2;7
"LDT 5501 MD";"Настольная лампа Lumina Deco Parmio LDT 5501 MD";"Настольные лампы";Классический;15350;бронза;бронза;металл;металл;-;черный;"Lumina Deco";E27;220-240;40;IP20;1;;200;350;550;да;PARMIO;"https://luminadecoshop.ru/22884/nastolnaya-lampa-lumina-deco-parmio-ldt-5501-md.jpg;https://luminadecoshop.ru/22888/nastolnaya-lampa-lumina-deco-parmio-ldt-5501-md.jpg;https://luminadecoshop.ru/25714/nastolnaya-lampa-lumina-deco-parmio-ldt-5501-md.jpg";4,5;0
"LDP 711-1 MD";"Подвесной светильник Lumina Deco Setorre LDP 711-1 MD";Светильники;Лофт;11250;бронза;бронза;металл;металл;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;1;270;270;;300;"350 - 1000";SETORRE;"https://luminadecoshop.ru/22913/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg;https://luminadecoshop.ru/22916/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg;https://luminadecoshop.ru/25770/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg";2;0
"LDF 8802 MD";"Торшер Lumina Deco Amos LDF 8802 MD";Торшеры;Классический;22100;бронза;бронза;металл;металл;-;бронза;"Lumina Deco";E27;220-240;40;IP20;1;;260;500;1700;да;"AMOS ";"https://luminadecoshop.ru/22890/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/22904/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/23763/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/23764/torsher-lumina-deco-amos-ldf-8802-md.jpg";8;0
"LDF 5507-D";"Торшер Lumina Deco Fratte LDF 5507-D";Торшеры;Современный;20450;хром;хром;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;200;800;1500;да;FRATTE;"https://luminadecoshop.ru/22891/torsher-lumina-deco-fratte-ldf-5507-d.jpg;https://luminadecoshop.ru/22921/torsher-lumina-deco-fratte-ldf-5507-d.jpg;https://luminadecoshop.ru/22925/torsher-lumina-deco-fratte-ldf-5507-d.jpg;https://luminadecoshop.ru/22930/torsher-lumina-deco-fratte-ldf-5507-d.jpg;https://luminadecoshop.ru/22933/torsher-lumina-deco-fratte-ldf-5507-d.jpg";"11 ";0
"LDP 711-3 MD";"Подвесной светильник Lumina Deco Setorre LDP 711-3 MD";Светильники;Лофт;38900;бронза;бронза;металл;металл;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;3;270;270;1200;450;"500 - 1000";SETORRE;"https://luminadecoshop.ru/22974/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/22979/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/22982/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/25771/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg";"7 ";1
"LDP 081029 WT";"Подвесной светильник Lumina Deco Beltone LDP 081029 WT";Светильники;Современный;8650;белый;"белый, серебряный";"металл, алюминий";металл;серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;280;280;;460;"500 - 1300";BELTONE;"https://luminadecoshop.ru/22938/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22949/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22958/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22963/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/24030/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/24719/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg";"4 ";0
"LDP 081029 BK";"Подвесной светильник Lumina Deco Beltone LDP 081029 BK";Светильники;Современный;8650;черный;черный;металл;металл;серебряный;серебряный;"Lumina Deco";E27;220-240;40;IP20;1;280;280;;460;"500 - 1300";BELTONE;"https://luminadecoshop.ru/23579/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/23581/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/23586/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/24065/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/25818/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg";3;0
"LDP 1057-600";"Хрустальная подвесная люстра Lumina Deco Briza LDP 1057-600";Светильники;Современный;13700;прозрачный;прозрачный;"хрусталь, стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;20;IP20;6-9;150;150;600;;"350 - 1100";BRIZA;"https://luminadecoshop.ru/23615/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/23620/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/23625/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/24087/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/25906/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg";8;0
"LDP 1104-380";"Подвесной светильник Lumina Deco Biante LDP 1104-380";Светильники;Современный;13050;белый;белый;"стекло, металл";стекло;серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;320;320;;120;"250 - 1200";"LDP 1104";"https://luminadecoshop.ru/22330/podvesnoj-svetilnik-lumina-deco-biante-ldp-1104-380.jpg;https://luminadecoshop.ru/23592/podvesnoj-svetilnik-lumina-deco-biante-ldp-1104-380.jpg;https://luminadecoshop.ru/23781/podvesnoj-svetilnik-lumina-deco-biante-ldp-1104-380.jpg;https://luminadecoshop.ru/23783/podvesnoj-svetilnik-lumina-deco-biante-ldp-1104-380.jpg";"4 ";0
"LDP 081013-4A CHR";"Подвесной светильник Lumina Deco Aurora LDP 081013-4A CHR";Светильники;Современный;20200;хром;"серебряный, хром";"металл, алюминий";"металл, алюминий";хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;4;;250;1200;280;"400 - 1200";AURORA;"https://luminadecoshop.ru/23211/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-4a-chr.jpg;https://luminadecoshop.ru/23212/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-4a-chr.jpg;https://luminadecoshop.ru/23662/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-4a-chr.jpg;https://luminadecoshop.ru/25313/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-4a-chr.jpg";"7 ";0
"LDP 66249-6 BK";"Хрустальная подвесная люстра Lumina Deco Denica LDP 66249-6 BK";Люстры;Классический;50500;черный;черный;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";660;130;660;550;"600 - 1300";DENICA;"https://luminadecoshop.ru/23768/khrustalnaya-podvesnaya-lyustra-lumina-deco-denica-ldp-66249-6-bk.jpg;https://luminadecoshop.ru/23823/khrustalnaya-podvesnaya-lyustra-lumina-deco-denica-ldp-66249-6-bk.jpg;https://luminadecoshop.ru/24418/khrustalnaya-podvesnaya-lyustra-lumina-deco-denica-ldp-66249-6-bk.jpg;https://luminadecoshop.ru/24455/khrustalnaya-podvesnaya-lyustra-lumina-deco-denica-ldp-66249-6-bk.jpg;https://luminadecoshop.ru/25149/khrustalnaya-podvesnaya-lyustra-lumina-deco-denica-ldp-66249-6-bk.jpg";"12 ";0
"LDP 1157-5";"Хрустальная подвесная люстра Lumina Deco Gianna LDP 1157-5";Люстры;Классический;21700;"черный, хром";черный;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;5;560;140;560;500;"550 - 1300";GRAZIANA;"https://luminadecoshop.ru/23681/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/23820/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/24415/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/25665/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg";"12 ";0
"LDP 1158-4 KR";"Хрустальная подвесная люстра Lumina Deco Federrica LDP 1158-4 KR";Люстры;Классический;20900;"кремовый, хром";кремовый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;4;550;150;550;600;"650 - 1300";FEDERRICA;"https://luminadecoshop.ru/22361/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg;https://luminadecoshop.ru/23829/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg;https://luminadecoshop.ru/23839/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg";8;1
"LDP 1158-6 KR";"Хрустальная подвесная люстра Lumina Deco Federrica LDP 1158-6 KR";Люстры;Классический;34900;"кремовый, хром";кремовый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";;;;;;;"https://luminadecoshop.ru/23846/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-6-kr.jpg;https://luminadecoshop.ru/23848/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-6-kr.jpg;https://luminadecoshop.ru/23853/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-6-kr.jpg;https://luminadecoshop.ru/23863/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-6-kr.jpg";;0
"LDP 66247-6 BR+CHR";"Хрустальная подвесная люстра Lumina Deco Glamour LDP 66247-6 BR+CHR";Люстры;Классический;32000;"хром, бронза";бронза;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";660;150;660;600;"650 - 1300";GLAMOUR;"https://luminadecoshop.ru/23874/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-brchr.jpg;https://luminadecoshop.ru/23879/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-brchr.jpg;https://luminadecoshop.ru/24141/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-brchr.jpg;https://luminadecoshop.ru/24711/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-brchr.jpg";14;0
"LDP 1171-15";"Подвесной светильник Lumina Deco Modus LDP 1171-15";Светильники;Современный;27400;"прозрачный, хром";прозрачный;"стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;20;IP20;"10 и выше";700;150;700;650;"700 - 1300";MODUS;"https://luminadecoshop.ru/23897/podvesnoj-svetilnik-lumina-deco-modus-ldp-1171-15.jpg;https://luminadecoshop.ru/23907/podvesnoj-svetilnik-lumina-deco-modus-ldp-1171-15.jpg;https://luminadecoshop.ru/23913/podvesnoj-svetilnik-lumina-deco-modus-ldp-1171-15.jpg;https://luminadecoshop.ru/23931/podvesnoj-svetilnik-lumina-deco-modus-ldp-1171-15.jpg;https://luminadecoshop.ru/25907/podvesnoj-svetilnik-lumina-deco-modus-ldp-1171-15.jpg";"10 ";0
"LDP 1174-1 AMB";"Подвесной светильник Lumina Deco Varius LDP 1174-1 AMB";Светильники;Современный;7050;янтарный;;"стекло, металл";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;100;100;;400;"450 - 1100";VARIUS;"https://luminadecoshop.ru/23947/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg;https://luminadecoshop.ru/23955/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg;https://luminadecoshop.ru/25929/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg";3;29
"LDP 11765-3 BK";"Подвесной светильник Lumina Deco Optis LDP 11765-3 BK";Светильники;Лофт;18750;черный;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;3;450;180;450;220;"400 - 1200";OPTIS;"https://luminadecoshop.ru/24027/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/24029/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/24060/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/25545/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/25758/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg";6;2
"LDP 1174-1 GY";"Подвесной светильник Lumina Deco Varius LDP 1174-1 GY";Светильники;Современный;7050;"дымчатый серый";;"стекло, металл";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;100;100;;400;"450 - 1100";VARIUS;"https://luminadecoshop.ru/23914/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-gy.jpg;https://luminadecoshop.ru/23973/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-gy.jpg;https://luminadecoshop.ru/24014/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-gy.jpg;https://luminadecoshop.ru/25913/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-gy.jpg;https://luminadecoshop.ru/28907/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-gy.jpg";3;114
"LDW 1726-1W MD";"Бра Lumina Deco Alessia LDW 1726-1W MD";Бра;Классический;7350;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;;"Lumina Deco";E27;220-240;40;IP20;1;;150;300;400;;ALESSIA;"https://luminadecoshop.ru/28261/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28312/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28313/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28314/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg";3;0
"LDP 11687 BK";"Подвесной светильник Lumina Deco Proddi LDP 11687 BK";Светильники;Лофт;5900;черный;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;400;200;400;450;"500 - 1000";"PRODDI ";"https://luminadecoshop.ru/23951/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-bk.jpg;https://luminadecoshop.ru/24079/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-bk.jpg;https://luminadecoshop.ru/24084/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-bk.jpg;https://luminadecoshop.ru/24091/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-bk.jpg;https://luminadecoshop.ru/25759/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-bk.jpg";5;0
"LDP 1726-4 MD";"Хрустальная подвесная люстра Lumina Deco Alessia LDP 1726-4 MD";Люстры;Классический;38400;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;4;500;150;500;500;"550 - 1300";ALESSIA;"https://luminadecoshop.ru/24101/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24110/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24125/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24134/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/25668/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg";8;0
"LDP 1726-6 MD";"Хрустальная подвесная люстра Lumina Deco Alessia LDP 1726-6 MD";Люстры;Классический;48550;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";660;150;660;550;"600 - 1300";ALESSIA;"https://luminadecoshop.ru/23919/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24142/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24144/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24151/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24163/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg";"12 ";0
"LDP 1726-6 BG";"Хрустальная подвесная люстра Lumina Deco Alessia LDP 1726-6 BG";Люстры;Классический;34550;"кремовый, хром";кремовый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";660;150;660;550;"600 - 1300";ALESSIA;"https://luminadecoshop.ru/23604/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg;https://luminadecoshop.ru/23918/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg;https://luminadecoshop.ru/24175/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg;https://luminadecoshop.ru/24176/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg;https://luminadecoshop.ru/24177/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg;https://luminadecoshop.ru/25666/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-bg.jpg";"12 ";0
"LDP 5058-BS";"Подвесной светильник Lumina Deco Tiarra LDP 5058-BS";Светильники;"Современный, Лофт";7000;"черный, золотой";"черный, золотой";металл;металл;черный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;400;400;;280;"400 - 1200";TIARRA;"https://luminadecoshop.ru/24064/podvesnoj-svetilnik-lumina-deco-tiarra-ldp-5058-bs.jpg;https://luminadecoshop.ru/24181/podvesnoj-svetilnik-lumina-deco-tiarra-ldp-5058-bs.jpg;https://luminadecoshop.ru/24182/podvesnoj-svetilnik-lumina-deco-tiarra-ldp-5058-bs.jpg;https://luminadecoshop.ru/25774/podvesnoj-svetilnik-lumina-deco-tiarra-ldp-5058-bs.jpg";"4 ";0
"LDP 11687 WT";"Подвесной светильник Lumina Deco Proddi LDP 11687 WT";Светильники;Лофт;5900;белый;прозрачный;"металл, стекло";стекло;белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;400;200;400;450;"500 - 1000";"PRODDI ";"https://luminadecoshop.ru/23952/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-wt.jpg;https://luminadecoshop.ru/24208/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-wt.jpg;https://luminadecoshop.ru/24212/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-wt.jpg;https://luminadecoshop.ru/24216/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-wt.jpg;https://luminadecoshop.ru/25748/podvesnoj-svetilnik-lumina-deco-proddi-ldp-11687-wt.jpg";5;0
